Id,CF_IOF_Word_Scores
460208,"{'think': 0.0729, 'roctane': 0.0, 'gu': 0.0002, 'thinner': 0.0004, 'regular': 0.0268, 'go': 0.1099, 'easy': 0.0383, 'flavor': 0.2356, 'bad': 0.0357, 'bit': 0.1111, 'tartness': 0.0002, 'sweet': 0.0651, 'best': 0.0951, 'timeswhen': 0.0, 'use': 0.223, 'husband': 0.0199, 'boston': 0.0005, 'marathon': 0.0004, 'rock': 0.0016, 'felt': 0.008, 'great': 0.2048, 'notice': 0.0097, 'drop': 0.0047, 'like': 0.7999, 'caffeinated': 0.0009, 'energy': 0.0106, 'gel': 0.001, 'give': 0.0822, 'athumbs': 0.0, 'definitely': 0.0243, 'try': 0.4054}"
62897,"{'smooth': 0.0123, 'moist': 0.0023, 'almost': 0.0579, 'brownie': 0.0014, 'like': 0.7999, 'taste': 0.8609, 'texture': 0.0228, 'vegan': 0.0025, 'bar': 0.0283, 'often': 0.0072, 'dry': 0.0258, 'gritty': 0.0016, 'pure': 0.0086, 'natural': 0.0611, 'light': 0.0158, 'chocolate': 0.0677, 'center': 0.0018, 'without': 0.0332, 'overly': 0.0031, 'sweet': 0.0651, 'sugary': 0.0057, 'first': 0.1699, 'immediately': 0.0048, 'want': 0.1432, 'another': 0.0243, 'granddaughter': 0.0001, 'love': 0.2099, 'require': 0.0029, 'gluten': 0.0185, 'free': 0.0501, 'diet': 0.0196, 'even': 0.0707, 'issue': 0.011, 'relevant': 0.0, 'good': 0.3202, 'choice': 0.0077, 'give': 0.0822, 'star': 0.0243, 'big': 0.0276, 'fan': 0.013, 'almonds': 0.0006, 'food': 0.1336, 'fine': 0.0157, 'eaten': 0.0065, 'separately': 0.0003, 'realize': 0.0048, 'matter': 0.0057, 'people': 0.0197}"
555266,"{'great': 0.2048, 'buy': 0.1414, 'coffee': 0.1981, 'robust': 0.0019, 'flavorful': 0.0079, 'brew': 0.0356, 'well': 0.1196, 'like': 0.7999, 'good': 0.3202, 'starbucks': 0.0082, 'millstone': 0.0001}"
42133,"{'order': 0.0983, 'millet': 0.0, 'flour': 0.0096, 'bulk': 0.0047, 'twice': 0.0042, 'third': 0.001, 'time': 0.2712, 'none': 0.0032, 'expire': 0.0016, 'fine': 0.0157, 'use': 0.223, 'lot': 0.0388, 'never': 0.1027, 'problem': 0.0252}"
224118,"{'really': 0.2677, 'great': 0.2048, 'toy': 0.0034, 'adjustment': 0.0001, 'difficulty': 0.0009, 'easy': 0.0383, 'enough': 0.0857, 'clean': 0.0094, 'pup': 0.0009, 'personally': 0.0022, 'love': 0.2099, 'get': 0.2242, 'dog': 0.064, 'bore': 0.0004, 'away': 0.0214, 'need': 0.1127, 'constant': 0.0007, 'engagement': 0.0, 'introduce': 0.0022, 'stuff': 0.0859, 'favorite': 0.0392, 'treat': 0.0484, 'let': 0.0146}"
373993,"{'hard': 0.0327, 'find': 0.179, 'organic': 0.0285, 'canola': 0.0009, 'oil': 0.0301, 'regular': 0.0268, 'store': 0.0669, 'specialty': 0.0016, 'price': 0.0836, 'really': 0.2677, 'high': 0.037, 'bottle': 0.0389, 'small': 0.0457, 'latourangelle': 0.0, 'nice': 0.0503, 'line': 0.0204, 'europe': 0.0005, 'generally': 0.0019, 'quite': 0.0216, 'expensive': 0.0211, 'amazon': 0.1079, 'come': 0.0602, 'fantastic': 0.0072, 'usually': 0.0385, 'buy': 0.1414, 'three': 0.0251, 'four': 0.0126, 'pack': 0.0429, 'however': 0.0712, 'many': 0.0356, 'stock': 0.0193, 'run': 0.0333, 'can': 0.018, 'pretty': 0.0235, 'enough': 0.0857, 'leave': 0.022, 'counter': 0.0017, 'one': 0.203, 'time': 0.2712, 'ounces': 0.0003, 'large': 0.0227, 'size': 0.0267, 'consistent': 0.0004, 'brand': 0.0518, 'get': 0.2242, 'nine': 0.0009, 'twelve': 0.0003, 'convenient': 0.0069, 'use': 0.223, 'exclusively': 0.0011, 'almost': 0.0579, 'two': 0.0435, 'year': 0.0634, 'periodically': 0.0001, 'check': 0.0067, 'locally': 0.0041, 'less': 0.0289, 'never': 0.1027, 'beat': 0.0046}"
13955,"{'eat': 0.0914, 'beef': 0.0085, 'jerky': 0.0049, 'snack': 0.0403, 'around': 0.0287, 'nice': 0.0503, 'bag': 0.0715, 'enormous': 0.0001, 'inside': 0.0085, 'basically': 0.004, 'food': 0.1336, 'bottom': 0.0178, 'inch': 0.0026, 'sauce': 0.0448, 'reach': 0.0016, 'hand': 0.0333, 'instead': 0.0396, 'shake': 0.0048, 'end': 0.0129, 'dirty': 0.0006, 'much': 0.0965, 'small': 0.0457, 'would': 0.139, 'make': 0.1968, 'sense': 0.0037, 'also': 0.085, 'like': 0.7999, 'see': 0.0378, 'price': 0.0836, 'flavor': 0.2356, 'good': 0.3202}"
26331,"{'happy': 0.0647, 'find': 0.179, 'angel': 0.0007, 'hair': 0.0119, 'version': 0.0124, 'gf': 0.0019, 'pasta': 0.0151, 'husband': 0.0199, 'prefers': 0.0008, 'style': 0.0102, 'spaghetti': 0.003, 'although': 0.0248, 'box': 0.0631, 'comparable': 0.0009, 'price': 0.0836, 'need': 0.1127, 'make': 0.1968, 'family': 0.0221, 'finish': 0.0081, 'close': 0.0097, 'one': 0.203, 'meal': 0.0179, 'texture': 0.0228, 'taste': 0.8609, 'great': 0.2048, 'also': 0.085, 'enjoy': 0.0462, 'tinkyada': 0.0, 'rice': 0.0189, 'mr': 0.0006, 'leepers': 0.0, 'corn': 0.0152, 'downside': 0.0005, 'really': 0.2677, 'seem': 0.0334, 'stick': 0.0149, 'cool': 0.0039, 'bite': 0.0106, 'get': 0.2242, 'difficult': 0.005, 'scoop': 0.003, 'dish': 0.0078, 'dinner': 0.005, 'become': 0.0218, 'giant': 0.0008, 'ball': 0.0019, 'add': 0.0918, 'sauce': 0.0448, 'serve': 0.0191, 'since': 0.0434, 'everyone': 0.0185, 'ingredient': 0.0421, 'deal': 0.0124, 'may': 0.0203, 'solve': 0.0007, 'problem': 0.0252, 'others': 0.026}"
130848,"{'start': 0.0624, 'read': 0.0159, 'cat': 0.0369, 'food': 0.1336, 'label': 0.0056, 'discover': 0.0053, 'quality': 0.0343, 'ingredient': 0.0421, 'one': 0.203, 'well': 0.1196, 'actually': 0.0227, 'probably': 0.017, 'nice': 0.0503, 'pet': 0.0156, 'store': 0.0669, 'good': 0.3202, 'luck': 0.0011, 'get': 0.2242, 'eat': 0.0914, 'use': 0.223, 'pre': 0.002, 'diabetic': 0.0027, 'asthmatic': 0.0001, 'overweight': 0.0003, 'time': 0.2712, 'diet': 0.0196, 'exclusively': 0.0011, 'iams': 0.0006, 'vet': 0.0043, 'do': 0.0053, 'much': 0.0965, 'research': 0.0039, 'various': 0.0024, 'list': 0.0099, 'recommend': 0.0587, 'expensive': 0.0211, 'exclusive': 0.0001, 'brand': 0.0518, 'fancy': 0.0012, 'feast': 0.0008, 'turkey': 0.0011, 'giblet': 0.0, 'gourmet': 0.0037, 'chicken': 0.0193, 'really': 0.2677, 'make': 0.1968, 'difference': 0.0172, 'finicky': 0.001, 'eater': 0.0053, 'love': 0.2099, 'problem': 0.0252, 'longer': 0.0086, 'lose': 0.0048, 'weight': 0.0136, 'plus': 0.029, 'everyone': 0.0185, 'see': 0.0378, 'fantastic': 0.0072, 'shiny': 0.0012, 'coat': 0.0063, 'buy': 0.1414, 'two': 0.0435, 'flavor': 0.2356, 'highly': 0.0187, 'product': 0.5975}"
549057,"{'divine': 0.0002, 'food': 0.1336, 'ever': 0.0301, 'like': 0.7999, 'coconut': 0.0256, 'try': 0.4054, 'artisana': 0.0002, 'raw': 0.0045, 'organic': 0.0285, 'butter': 0.0568, 'sublime': 0.0, 'treat': 0.0484, 'eat': 0.0914, 'right': 0.0865, 'jar': 0.029, 'put': 0.0333, 'smoothy': 0.002, 'spread': 0.0103, 'toast': 0.0038, 'veggie': 0.004, 'instead': 0.0396, 'make': 0.1968, 'frost': 0.0019, 'curry': 0.0035, 'mix': 0.0528, 'bar': 0.0283, 'perfect': 0.0335, 'kid': 0.0179, 'breakfast': 0.0145, 'lunch': 0.0067, 'box': 0.0631, 'many': 0.0356, 'thing': 0.1158, 'stuff': 0.0859, 'love': 0.2099, 'form': 0.0067, 'go': 0.1099, 'partial': 0.0003, 'tried': 0.0343, 'best': 0.0951, 'confuse': 0.0002, 'oil': 0.0301, 'thick': 0.0064, 'fibrous': 0.0001, 'sweet': 0.0651, 'flavor': 0.2356, 'cook': 0.0176, 'great': 0.2048, 'would': 0.139, 'spoon': 0.0024, 'artisanas': 0.0, 'nutritious': 0.0043, 'deeply': 0.0002, 'satisfy': 0.0081, 'one': 0.203, 'top': 0.017, 'favorite': 0.0392, 'earth': 0.0018, 'premier': 0.0002, 'maker': 0.0073, 'environmentally': 0.0004, 'responsible': 0.0001, 'company': 0.0186, 'also': 0.085, 'feel': 0.0263, 'support': 0.0013}"
276114,"{'adult': 0.0034, 'foster': 0.0001, 'home': 0.0213, 'always': 0.0297, 'look': 0.0614, 'way': 0.0485, 'make': 0.1968, 'easy': 0.0383, 'hire': 0.0, 'help': 0.0196, 'cook': 0.0176, 'delicious': 0.0478, 'meal': 0.0179, 'le': 0.0009, 'time': 0.2712, 'sauce': 0.0448, 'mix': 0.0528, 'add': 0.0918, 'water': 0.0679, 'condense': 0.0011, 'amount': 0.0236, 'take': 0.0641, 'gallon': 0.0033, 'whole': 0.0329, 'package': 0.0406, 'use': 0.223, 'cup': 0.0766, 'boil': 0.0035, 'sometimes': 0.0076, 'bit': 0.1111, 'milk': 0.0387, 'creamy': 0.0061, 'everything': 0.0249, 'chicken': 0.0193, 'shrimp': 0.0017, 'lobster': 0.0002, 'crab': 0.0011, 'small': 0.0457, 'scallop': 0.0002, 'easily': 0.0112, 'serve': 0.0191, 'recipe': 0.0164, 'best': 0.0951, 'thing': 0.1158, 'remember': 0.0069, 'try': 0.4054}"
31297,"{'side': 0.0114, 'taste': 0.8609, 'attiki': 0.0, 'honey': 0.0306, 'regular': 0.0268, 'wildflower': 0.0, 'landslide': 0.0, 'worth': 0.0254, 'price': 0.0836, 'lovely': 0.0038, 'swirl': 0.0002, 'greek': 0.0006, 'yogurt': 0.0055, 'spread': 0.0103, 'toast': 0.0038}"
78876,"{'like': 0.7999, 'keep': 0.0416, 'bottle': 0.0389, 'purse': 0.0017, 'order': 0.0983, 'water': 0.0679, 'restaurant': 0.004, 'live': 0.0285, 'near': 0.0085, 'beach': 0.0005, 'pretty': 0.0235, 'bad': 0.0357, 'stuff': 0.0859, 'wonderful': 0.0213, 'say': 0.0696, 'refrigerate': 0.0006, 'freshness': 0.0015, 'far': 0.0245, 'tell': 0.0383, 'mean': 0.0082, 'flavor': 0.2356, 'strong': 0.0343, 'usually': 0.0385, 'month': 0.0321, 'mind': 0.0063, 'buy': 0.1414, 'new': 0.0219, 'time': 0.2712, 'year': 0.0634}"
531070,"{'longer': 0.0086, 'receive': 0.0258, 'timothy': 0.0019, 'espresso': 0.0063, 'coffee': 0.1981, 'decaf': 0.0056, 'weak': 0.0052, 'get': 0.2242, 'think': 0.0729, 'change': 0.0404, 'brand': 0.0518, 'start': 0.0624, 'taste': 0.8609, 'like': 0.7999, 'dish': 0.0078, 'water': 0.0679}"
203751,"{'love': 0.2099, 'caribou': 0.0003, 'coffee': 0.1981, 'get': 0.2242, 'wife': 0.0257, 'since': 0.0434, 'enjoy': 0.0462, 'decaf': 0.0056, 'evening': 0.0009, 'close': 0.0097, 'second': 0.0118, 'real': 0.0204, 'deal': 0.0124, 'store': 0.0669, 'grand': 0.0003, 'junction': 0.0, 'co': 0.0031}"
479819,"{'cat': 0.0369, 'get': 0.2242, 'happy': 0.0647, 'excite': 0.0045, 'hear': 0.0018, 'bag': 0.0715, 'salmon': 0.0036, 'treat': 0.0484, 'rustle': 0.0, 'fall': 0.0031, 'meow': 0.0002, 'like': 0.7999, 'crazy': 0.0024, 'try': 0.4054, 'well': 0.1196, 'asap': 0.0002, 'love': 0.2099, 'much': 0.0965, 'lovely': 0.0038, 'useful': 0.0005, 'entice': 0.0001, 'thing': 0.1158, 'want': 0.1432, 'come': 0.0602, 'indoors': 0.0001, 'night': 0.0082, 'bed': 0.0018, 'without': 0.0332, 'fight': 0.0006, 'make': 0.1968, 'etc': 0.0086, 'crumble': 0.0007, 'sprinkle': 0.0023, 'food': 0.1336, 'flea': 0.0004, 'worm': 0.0004, 'medicine': 0.0031, 'persuade': 0.0, 'worth': 0.0254, 'eat': 0.0914, 'usually': 0.0385, 'suspicious': 0.0001, 'inclined': 0.0, 'refuse': 0.0011, 'great': 0.2048, 'stuff': 0.0859, 'definitely': 0.0243, 'continue': 0.007, 'buy': 0.1414}"
236072,"{'powerful': 0.0009, 'stuff': 0.0859, 'already': 0.0167, 'aware': 0.0025, 'reputation': 0.0003, 'careful': 0.0029, 'try': 0.4054, 'small': 0.0457, 'sample': 0.0052, 'shipment': 0.0044, 'arrive': 0.0162, 'felt': 0.008, 'like': 0.7999, 'tuco': 0.0, 'salamanca': 0.0, 'first': 0.1699, 'snort': 0.0, 'blue': 0.0112, 'sky': 0.0001, 'definitely': 0.0243, 'order': 0.0983, 'jar': 0.029, 'empty': 0.0019}"
136256,"{'love': 0.2099, 'adult': 0.0034, 'frozen': 0.0024, 'another': 0.0243, 'way': 0.0485, 'bring': 0.0098, 'variety': 0.0159, 'live': 0.0285, 'people': 0.0197, 'bland': 0.0029, 'diet': 0.0196}"
6941,"{'like': 0.7999, 'orange': 0.0218, 'tangerine': 0.0005, 'two': 0.0435, 'drink': 0.0721, 'review': 0.0342, 'previously': 0.0013, 'taste': 0.8609, 'probably': 0.017, 'least': 0.0147, 'sweet': 0.0651, 'three': 0.0251, 'still': 0.041, 'little': 0.1007, 'carbonate': 0.0007, 'advertises': 0.0, 'sugar': 0.0651, 'add': 0.0918, 'juice': 0.0162, 'preservative': 0.0012, 'expect': 0.0452, 'watered': 0.0, 'actually': 0.0227, 'pretty': 0.0235, 'good': 0.3202, 'flavor': 0.2356, 'pack': 0.0429, 'calories': 0.0003, '34g': 0.0001, '36g': 0.0, 'carbs': 0.0039, 'corn': 0.0152, 'syrup': 0.0149, 'preservatives': 0.0003, 'artificial': 0.008, 'color': 0.0143, 'gluten': 0.0185, 'free': 0.0501, 'would': 0.139, 'apple': 0.0079, 'cranberry': 0.0019, 'also': 0.085, 'bit': 0.1111, 'natural': 0.0611, 'one': 0.203, 'say': 0.0696, 'nice': 0.0503, 'much': 0.0965, 'way': 0.0485, 'calorie': 0.0235, 'often': 0.0072, 'certainly': 0.0047, 'tastebud': 0.0003, 'someone': 0.007, 'lifelong': 0.0002, 'soda': 0.0082, 'drinker': 0.0041, 'diet': 0.0196, 'past': 0.0067, 'year': 0.0634, 'give': 0.0822, 'ago': 0.0104, 'occasionally': 0.0009, 'carbonated': 0.0, 'beverage': 0.0098, 'mostly': 0.0065, 'water': 0.0679, 'milk': 0.0387, 'ice': 0.0315, 'tea': 0.176, 'hot': 0.0403, 'coffee': 0.1981, 'sugary': 0.0057, 'tasting': 0.0027, 'carbonation': 0.0016, 'fake': 0.0014, 'weird': 0.0017, 'tout': 0.0001, 'thing': 0.1158, 'label': 0.0056, 'recommend': 0.0587, 'product': 0.5975, 'somewhat': 0.0078, 'fruitie': 0.0, 'enjoy': 0.0462}"
39468,"{'title': 0.0007, 'speak': 0.0011, 'truth': 0.0013, 'tried': 0.0343, 'lot': 0.0388, 'decafs': 0.0001, 'tully': 0.0005, 'house': 0.0108, 'blend': 0.0224, 'best': 0.0951, 'good': 0.3202, 'smoky': 0.0005, 'depth': 0.0005, 'without': 0.0332, 'bitterness': 0.0012, 'weak': 0.0052, 'taste': 0.8609, 'green': 0.0277, 'mountain': 0.004, 'decaf': 0.0056, 'fear': 0.0006, 'add': 0.0918, 'milk': 0.0387, 'creamer': 0.0024, 'coffee': 0.1981, 'keep': 0.0416, 'flavor': 0.2356, 'make': 0.1968, 'mighty': 0.0001, 'tasty': 0.0285, 'latte': 0.0018, 'closet': 0.0001, 'starbucks': 0.0082, 'find': 0.179, 'k': 0.0144, 'cup': 0.0766}"
72258,"{'purchase': 0.0611, 'sampler': 0.0019, 'package': 0.0406, 'include': 0.0123, 'phat': 0.0, 'beets': 0.0, 'find': 0.179, 'spice': 0.0139, 'use': 0.223, 'overwhelmed': 0.0, 'taste': 0.8609, 'beet': 0.0002, 'point': 0.0063, 'could': 0.0452}"
221798,"{'red': 0.0107, 'vine': 0.0008, 'favorite': 0.0392, 'snack': 0.0403, 'whole': 0.0329, 'world': 0.0045, 'also': 0.085, 'great': 0.2048, 'way': 0.0485, 'meet': 0.0008, 'new': 0.0219, 'best': 0.0951, 'friend': 0.0382, 'aimee': 0.0, 'mann': 0.0, 'song': 0.0003, 'color': 0.0143, 'green': 0.0277, 'say': 0.0696, 'wines': 0.0, 'german': 0.0016, 'accent': 0.0, 'truly': 0.0039, 'product': 0.5975}"
17121,"{'dunno': 0.0, 'allege': 0.0001, 'pack': 0.0429, 'go': 0.1099, 'receive': 0.0258, 'one': 0.203, '2lb': 0.0, 'box': 0.0631, 'biscuit': 0.0025, 'misguide': 0.0001, 'false': 0.0002, 'advertising': 0.0003, 'another': 0.0243, 'iams': 0.0006, 'order': 0.0983, 'supplier': 0.0004, 'ordered': 0.0072}"
5800,"{'universally': 0.0001, 'popular': 0.0021, 'dog': 0.064, 'treat': 0.0484, 'pet': 0.0156, 'eat': 0.0914, 'great': 0.2048, 'natural': 0.0611}"
262911,"{'really': 0.2677, 'good': 0.3202, 'waffle': 0.0016, 'mix': 0.0528, 'easy': 0.0383, 'make': 0.1968, 'love': 0.2099, 'fact': 0.0119, 'use': 0.223, 'organic': 0.0285, 'ingredient': 0.0421, 'definately': 0.0013, 'order': 0.0983}"
349187,"{'ordered': 0.0072, 'product': 0.5975, 'light': 0.0158, 'pink': 0.0011, 'decorate': 0.0003, 'cupcake': 0.0009, 'year': 0.0634, 'old': 0.0296, 'use': 0.223, 'kitchen': 0.0111, 'scissors': 0.0001, 'circle': 0.0003, 'punch': 0.0014, 'create': 0.0019, 'princess': 0.0001, 'crown': 0.0001, 'add': 0.0918, 'little': 0.1007, 'red': 0.0107, 'heart': 0.0027, 'sprinkle': 0.0023, 'frost': 0.0019, 'even': 0.0707, 'write': 0.0044, 'sugar': 0.0651, 'edible': 0.0014, 'marker': 0.0001, 'sheet': 0.0008, 'taste': 0.8609, 'like': 0.7999, 'gum': 0.0116, 'chewy': 0.0055, 'buy': 0.1414, 'item': 0.023}"
380680,"{'cat': 0.0369, 'love': 0.2099, 'food': 0.1336, 'can': 0.018, 'crush': 0.0014, 'amazon': 0.1079, 'box': 0.0631, 'carton': 0.0008, 'come': 0.0602, 'crushed': 0.0007, 'inside': 0.0085, 'think': 0.0729, 'manufacture': 0.0005, 'problem': 0.0252, 'toss': 0.0016, 'want': 0.1432, 'take': 0.0641, 'chance': 0.0031, 'contamination': 0.0001, 'inspect': 0.0003, 'entire': 0.0168, 'receive': 0.0258, 'wait': 0.0089, 'til': 0.0001, 'day': 0.0596, 'late': 0.002, 'claim': 0.0084}"
118335,"{'order': 0.0983, 'clear': 0.0056, 'scalp': 0.0017, 'shampoo': 0.0035, 'conditioner': 0.0014, 'damage': 0.0047, 'color': 0.0143, 'repair': 0.0002, 'since': 0.0434, 'regularly': 0.0013, 'dark': 0.0161, 'hair': 0.0119, 'like': 0.7999, 'use': 0.223, 'product': 0.5975, 'help': 0.0196, 'sustain': 0.0001, 'typically': 0.0035, 'buy': 0.1414, 'sulfate': 0.0002, 'free': 0.0501, 'seem': 0.0334, 'work': 0.0508, 'best': 0.0951, 'little': 0.1007, 'bit': 0.1111, 'surprised': 0.0013, 'formula': 0.0079, 'contain': 0.0326, 'however': 0.0712, 'notice': 0.0097, 'negative': 0.0064, 'difference': 0.0172, 'week': 0.0487, 'thorough': 0.0001, 'cleanser': 0.0001, 'leave': 0.022, 'squeaky': 0.0001, 'clean': 0.0094, 'add': 0.0918, 'soft': 0.0127, 'silky': 0.0007, 'step': 0.0011, 'shower': 0.0004, 'find': 0.179, 'scent': 0.0038, 'pleasant': 0.0048, 'linger': 0.0005, 'rinse': 0.0024, 'blow': 0.0008, 'dry': 0.0258, 'might': 0.0152, 'bite': 0.0106, 'strong': 0.0343, 'slightly': 0.0093, 'fluffier': 0.0, 'usual': 0.0039, 'could': 0.0452, 'also': 0.085, 'deep': 0.0021, 'conditioning': 0.0, 'make': 0.1968, 'treat': 0.0484, 'damaged': 0.0001, 'note': 0.0072, 'relatively': 0.0012, 'normal': 0.007, 'wavy': 0.0, 'ideal': 0.0008, 'oily': 0.0015, 'would': 0.139, 'recommend': 0.0587, 'combo': 0.0005, 'anyone': 0.0287, 'look': 0.0614, 'super': 0.009, 'head': 0.0083, 'body': 0.0094, 'tend': 0.0082, 'begin': 0.0103, 'may': 0.0203, 'harsh': 0.0006, 'wonder': 0.0031, 'long': 0.0304, 'term': 0.0015, 'prefer': 0.0144, 'without': 0.0332, 'perform': 0.0003, 'pretty': 0.0235, 'well': 0.1196, 'give': 0.0822, 'star': 0.0243}"
